"","Titulo","Autor","Editorial","Precio","Valoracion","Cant_coment","Cant_pag","Formato","Url"
"963","Jack y las habichuelas magicas","Joseph Jacobs","Createspace Independent Publishing Platform",14936,3.68,118,24,"Paperback","https://www.bookdepository.com/es/Jack-y-las-habichuelas-magicas-Joseph-Jacobs/9781511910101?ref=grid-view"
"964","Sin Temor","Kami Garcia","Anaya Publishers",22767,3.78,9024,342,"Paperback","https://www.bookdepository.com/es/Sin-Temor-Kami-Garcia/9788467871463?ref=grid-view"
"965","Malala, a Brave Girl from Pakistan/Iqbal, a Brave Boy from Pakistan","Jeanette Winter","Juventud",27950,4.19,740,40,"Hardback","https://www.bookdepository.com/es/Malala-Brave-Girl-from-Pakistan-Iqbal-Brave-Boy-from-Pakistan-Jeanette-Winter/9788426141866?ref=grid-view"
"966","El Libro de la Selva","Rudyard Kipling","Createspace Independent Publishing Platform",10580,3.92,105126,118,"Paperback","https://www.bookdepository.com/es/El-Libro-de-la-Selva-Rudyard-Kipling/9781514275283?ref=grid-view"
"967","El Misterio del Manuscrito Voynich","Claudio De Castro S","Createspace Independent Publishing Platform",14258,0,0,140,"Paperback","https://www.bookdepository.com/es/El-Misterio-del-Manuscrito-Voynich-Claudio-De-Castro-S/9781514824085?ref=grid-view"
"968","Las Aventuras de Tom Sawyer","Mark Twain","Createspace Independent Publishing Platform",17888,3.91,767954,270,"Paperback","https://www.bookdepository.com/es/Las-Aventuras-de-Tom-Sawyer-Mark-Twain/9781517150990?ref=grid-view"
"969","Marcada (Guardianes del Alma Libro 1)","Kim Richardson","Createspace Independent Publishing Platform",16045,3.7,6703,278,"Paperback","https://www.bookdepository.com/es/Marcada-Guardianes-del-Alma-Libro-1-Kim-Richardson/9781506174600?ref=grid-view"
"970","El Candidato Myflower","Lilian Wallaby","B DE BLOCK",13691,5,1,128,"Paperback","https://www.bookdepository.com/es/El-Candidato-Myflower-Lilian-Wallaby/9788416075607?ref=grid-view"
"971","The return of the Son of God","Mario Sandozequi A","Createspace Independent Publishing Platform",26487,0,0,434,"Paperback","https://www.bookdepository.com/es/return-Son-God-Mario-Sandozequi/9781511814775?ref=grid-view"
"972","Esos Ojos","Cathy Hopkins","V&R Ediciones",12607,3.6,1257,9,"Paperback","https://www.bookdepository.com/es/Esos-Ojos-Cathy-Hopkins/9789876128285?ref=grid-view"
"973","La Valiente Nellie","Sharalyn Morrison-Andrews","Sharalyn Morrison-Andrews",20299,0,0,52,"Hardback","https://www.bookdepository.com/es/La-Valiente-Nellie-Sharalyn-Morrison-Andrews/9780996288927?ref=grid-view"
"974","El Principito","Antoine de Saint-Exupery","Createspace Independent Publishing Platform",14188,4.31,1396114,64,"Paperback","https://www.bookdepository.com/es/El-Principito-Antoine-de-Saint-Exupery/9781514846551?ref=grid-view"
"975","Yaqui Delgado Quiere Darte Una Paliza","Medina Meg","Candlewick Press (MA)",22475,3.9,9626,304,"Hardback","https://www.bookdepository.com/es/Yaqui-Delgado-Quiere-Darte-Una-Paliza-Medina-Meg/9780763689926?ref=grid-view"
"976","La maquina de los abominables","Alma Kaplan","Createspace Independent Publishing Platform",11579,0,0,146,"Paperback","https://www.bookdepository.com/es/La-maquina-de-los-abominables-Alma-Kaplan/9781489559104?ref=grid-view"
"977","Belleza interior","Valeria Leys","Vida Publishers",10667,4.25,8,176,"Paperback","https://www.bookdepository.com/es/Belleza-interior-Valeria-Leys/9780829763409?ref=grid-view"
"978","Muro, La Rata Monstruosa","Adam Blade","Destino Ediciones",10309,4.01,187,128,"Paperback","https://www.bookdepository.com/es/Muro-La-Rata-Monstruosa-Adam-Blade/9788408143000?ref=grid-view"
"979","Fang, El Demonio Murcielago","Adam Blade","Destino Ediciones",12800,4.03,183,128,"Paperback","https://www.bookdepository.com/es/Fang-El-Demonio-Murcielago-Adam-Blade/9788408143017?ref=grid-view"
"980","Gatos Fold Escoceses","Meredith Dash","ABDO Publishing Co",24860,5,1,24,"Hardback","https://www.bookdepository.com/es/Gatos-Fold-Escoceses-Meredith-Dash/9781629703060?ref=grid-view"
"981","Dragones De Komodo","Grace Hansen","ABDO Publishing Co",23842,3.11,9,24,"Hardback","https://www.bookdepository.com/es/Dragones-De-Komodo-Grace-Hansen/9781629703541?ref=grid-view"
"982","Ellos Dictan Yo solo escribo","Kassfinol","Createspace Independent Publishing Platform",17844,5,6,324,"Paperback","https://www.bookdepository.com/es/Ellos-Dictan-Yo-solo-escribo-Kassfinol/9781481012218?ref=grid-view"
"983","James Esta Triste","Annette Crespo","Createspace Independent Publishing Platform",12272,0,0,40,"Paperback","https://www.bookdepository.com/es/James-Esta-Triste-Annette-Crespo/9781492303381?ref=grid-view"
"984","Kelly Dallton Y La Sustancia del Sol","Eloy Lopez","Createspace Independent Publishing Platform",16068,3.19,16,294,"Paperback","https://www.bookdepository.com/es/Kelly-Dallton-Y-La-Sustancia-del-Sol-Eloy-Lopez/9781499162462?ref=grid-view"
"985","La Energia a Nuestro Alrededor","Buffy Silverman","Rourke Educational Media",9466,3,1,24,"Paperback","https://www.bookdepository.com/es/La-Energia-Nuestro-Alrededor-Buffy-Silverman/9781627172981?ref=grid-view"
"986","El USO de Instrumentos Para Entender Nuestro Mundo","Kelli Hicks","Rourke Educational Media",11969,0,0,24,"Paperback","https://www.bookdepository.com/es/El-USO-de-Instrumentos-Para-Entender-Nuestro-Mundo-Kelli-Hicks/9781627173148?ref=grid-view"
"987","Las Placas Tectonicas Y Los Desastres","Tom Greve","Rourke Educational Media",11348,4.67,3,48,"Paperback","https://www.bookdepository.com/es/Las-Placas-Tectonicas-Y-Los-Desastres-Tom-Greve/9781627173124?ref=grid-view"
"988","Bilingual Songs & Activities: English-Spanish: Volume 1","Agustina Tocalli-Beller","Sara Jordan Publishing",15672,0,0,64,"Mixed media product","https://www.bookdepository.com/es/Bilingual-Songs-Activities-English-Spanish-1-Agustina-Tocalli-Beller/9781553862376?ref=grid-view"
"989","Que Puedes Ver? (What Can You See?)","Sharon Callen","Teacher Created Materials, Inc",8127,3,2,20,"Paperback","https://www.bookdepository.com/es/Que-Puedes-Ver-What-Can-You-See-Sharon-Callen/9781480729940?ref=grid-view"
"990","Juanito OREJAS","John Paul Padilla","Padilla Goldworks",13938,3.89,19,40,"Paperback","https://www.bookdepository.com/es/Juanito-OREJAS-John-Paul-Padilla/9780985313746?ref=grid-view"
"991","Un dulce Encuentro en el infierno","Kris Buendia","Createspace Independent Publishing Platform",12767,4.2,5,196,"Paperback","https://www.bookdepository.com/es/Un-dulce-Encuentro-en-el-infierno-Kris-Buendia/9781508979777?ref=grid-view"
"992","Un dulce Encuentro en el perdon","Kris Buendia","Createspace Independent Publishing Platform",13056,4.6,5,212,"Paperback","https://www.bookdepository.com/es/Un-dulce-Encuentro-en-el-perdon-Kris-Buendia/9781508980568?ref=grid-view"
"993","Mundo Real Media Edition Level 1 Heritage Learner's eWorkbook Activation Card","Celia Meana","CAMBRIDGE UNIVERSITY PRESS",23983,0,0,4,"Hardback","https://www.bookdepository.com/es/Mundo-Real-Media-Edition-Level-1-Heritage-Learners-eWorkbook-Activation-Card-Celia-Meana/9781107473126?ref=grid-view"
"994","Mundo Real Level 3 Heritage Learner's Workbook Media Edition","Celia Meana","CAMBRIDGE UNIVERSITY PRESS",27068,0,0,120,"Paperback","https://www.bookdepository.com/es/Mundo-Real-Level-3-Heritage-Learners-Workbook-Media-Edition-Celia-Meana/9781107473393?ref=grid-view"
"995","Mundo Real Media Edition Level 2 eBook for Student plus ELEteca Access and Online Workbook Activation Card","Celia Meana","CAMBRIDGE UNIVERSITY PRESS",59209,0,0,NA,"Hardback","https://www.bookdepository.com/es/Mundo-Real-Media-Edition-Level-2-eBook-for-Student-plus-ELEteca-Access-Online-Workbook-Activation-Card-Celia-Meana/9781107474147?ref=grid-view"
"996","Carros","Julie Murray","Capstone Classroom",11121,5,1,24,"Paperback","https://www.bookdepository.com/es/Carros-Julie-Murray/9781496604910?ref=grid-view"
"997","Mujeres En La Exploracion del Espacio (Women in Space)","Caitie Mcaneney","PowerKids Press",13194,0,0,32,"Paperback","https://www.bookdepository.com/es/Mujeres-En-La-Exploracion-del-Espacio-Women-Space-Caitie-Mcaneney/9781499405538?ref=grid-view"
"998","Grosseltern","Devan Heredia","Createspace Independent Publishing Platform",13129,0,0,178,"Paperback","https://www.bookdepository.com/es/Grosseltern-Devan-Heredia/9781508446088?ref=grid-view"
"999","El escondite de la jirafa","Silvestre Hernandez","Createspace Independent Publishing Platform",13652,0,0,148,"Paperback","https://www.bookdepository.com/es/El-escondite-de-la-jirafa-Silvestre-Hernandez/9781511625982?ref=grid-view"
"1000","The Ginger Bread Man- in Spanish","Anon","Createspace Independent Publishing Platform",11931,0,0,24,"Paperback","https://www.bookdepository.com/es/Ginger-Bread-Man-Spanish-Anon/9781511638654?ref=grid-view"
"1001","El Gran Circo Volumen I","Pierre Clostermann","Createspace Independent Publishing Platform",20468,0,0,100,"Paperback","https://www.bookdepository.com/es/El-Gran-Circo-Volumen-I-Pierre-Clostermann/9781511541787?ref=grid-view"
"1002","Bubba Celebra el Cuatro de Julio","Elaine Arthur","Createspace Independent Publishing Platform",13541,0,0,44,"Paperback","https://www.bookdepository.com/es/Bubba-Celebra-el-Cuatro-de-Julio-Elaine-Arthur/9781508677734?ref=grid-view"
"1003","Entornos Beginning Annotated Instructor's Edition with ELEteca Access and Digital Master Guide","Celia Meana","CAMBRIDGE UNIVERSITY PRESS",136048,0,0,560,"Mixed media product","https://www.bookdepository.com/es/Entornos-Beginning-Annotated-Instructors-Edition-with-ELEteca-Access-Digital-Master-Guide-Celia-Meana/9781107469358?ref=grid-view"
"1004","Hace mazo tiempo... y otras grandes historias","Clase del 2015","Createspace Independent Publishing Platform",11971,0,0,172,"Paperback","https://www.bookdepository.com/es/Hace-mazo-tiempo-y-otras-grandes-historias-Clase-del-2015/9781511745000?ref=grid-view"
"1005","Querido desconocido","Raquel Montiel Nunez","Createspace Independent Publishing Platform",11294,0,0,142,"Paperback","https://www.bookdepository.com/es/Querido-desconocido-Raquel-Montiel-Nunez/9781512295795?ref=grid-view"
"1006","Malala, a Brave Girl from Pakistan/Iqbal, a Brave Boy from Pakistan","Jeanette Winter","Juventud",27950,4.19,740,40,"Hardback","https://www.bookdepository.com/es/Malala-Brave-Girl-from-Pakistan-Iqbal-Brave-Boy-from-Pakistan-Jeanette-Winter/9788426141866?ref=grid-view"
"1007","Incubando Huevos","Pam Holden","Flying Start Books Ltd",6706,0,0,16,"Paperback","https://www.bookdepository.com/es/Incubando-Huevos-Pam-Holden/9781877506956?ref=grid-view"
"1008","El Libro de la Selva","Rudyard Kipling","Createspace Independent Publishing Platform",10580,3.92,105126,118,"Paperback","https://www.bookdepository.com/es/El-Libro-de-la-Selva-Rudyard-Kipling/9781514275283?ref=grid-view"
"1009","Esos Ojos","Cathy Hopkins","V&R Ediciones",12607,3.6,1257,9,"Paperback","https://www.bookdepository.com/es/Esos-Ojos-Cathy-Hopkins/9789876128285?ref=grid-view"
"1010","La maquina de los abominables","Alma Kaplan","Createspace Independent Publishing Platform",11579,0,0,146,"Paperback","https://www.bookdepository.com/es/La-maquina-de-los-abominables-Alma-Kaplan/9781489559104?ref=grid-view"
"1011","Yaqui Delgado Quiere Darte Una Paliza","Medina Meg","Candlewick Press (MA)",22475,3.9,9626,304,"Hardback","https://www.bookdepository.com/es/Yaqui-Delgado-Quiere-Darte-Una-Paliza-Medina-Meg/9780763689926?ref=grid-view"
"1012","Corazon en clave de sol","Elena Ortiz","Createspace Independent Publishing Platform",10166,0,0,96,"Paperback","https://www.bookdepository.com/es/Corazon-en-clave-de-sol-Elena-Ortiz/9781514624579?ref=grid-view"
"1013","Por Amor Al Arte","Sharon Biggs Waller","Libros De Seda",41276,3.85,4624,416,"Paperback","https://www.bookdepository.com/es/Por-Amor-Al-Arte-Sharon-Biggs-Waller/9788415854760?ref=grid-view"
"1014","Naturaleza fría / A Cold Legacy","Megan Shepherd","Lectorum Pubns",20993,3.86,4330,382,"Paperback","https://www.bookdepository.com/es/Naturaleza-fría-Cold-Legacy-Megan-Shepherd/9788427209367?ref=grid-view"
"1015","Marcada (Guardianes del Alma Libro 1)","Kim Richardson","Createspace Independent Publishing Platform",16045,3.7,6703,278,"Paperback","https://www.bookdepository.com/es/Marcada-Guardianes-del-Alma-Libro-1-Kim-Richardson/9781506174600?ref=grid-view"
"1016","El Candidato Myflower","Lilian Wallaby","B DE BLOCK",13691,5,1,128,"Paperback","https://www.bookdepository.com/es/El-Candidato-Myflower-Lilian-Wallaby/9788416075607?ref=grid-view"
"1017","El Misterio del Manuscrito Voynich","Claudio De Castro S","Createspace Independent Publishing Platform",14258,0,0,140,"Paperback","https://www.bookdepository.com/es/El-Misterio-del-Manuscrito-Voynich-Claudio-De-Castro-S/9781514824085?ref=grid-view"
"1018","Las Aventuras de Tom Sawyer","Mark Twain","Createspace Independent Publishing Platform",17888,3.91,767954,270,"Paperback","https://www.bookdepository.com/es/Las-Aventuras-de-Tom-Sawyer-Mark-Twain/9781517150990?ref=grid-view"
"1019","The return of the Son of God","Mario Sandozequi A","Createspace Independent Publishing Platform",26487,0,0,434,"Paperback","https://www.bookdepository.com/es/return-Son-God-Mario-Sandozequi/9781511814775?ref=grid-view"
"1020","Andres Aragon","Sofia Guzman","Createspace Independent Publishing Platform",11310,4.42,12,138,"Paperback","https://www.bookdepository.com/es/Andres-Aragon-Sofia-Guzman/9781514338216?ref=grid-view"
"1021","Jack y las habichuelas magicas","Joseph Jacobs","Createspace Independent Publishing Platform",14936,3.68,118,24,"Paperback","https://www.bookdepository.com/es/Jack-y-las-habichuelas-magicas-Joseph-Jacobs/9781511910101?ref=grid-view"
"1022","Sin Temor","Kami Garcia","Anaya Publishers",22767,3.78,9024,342,"Paperback","https://www.bookdepository.com/es/Sin-Temor-Kami-Garcia/9788467871463?ref=grid-view"
"1023","Belleza interior","Valeria Leys","Vida Publishers",10667,4.25,8,176,"Paperback","https://www.bookdepository.com/es/Belleza-interior-Valeria-Leys/9780829763409?ref=grid-view"
"1024","Muro, La Rata Monstruosa","Adam Blade","Destino Ediciones",10309,4.01,187,128,"Paperback","https://www.bookdepository.com/es/Muro-La-Rata-Monstruosa-Adam-Blade/9788408143000?ref=grid-view"
"1025","Fang, El Demonio Murcielago","Adam Blade","Destino Ediciones",12800,4.03,183,128,"Paperback","https://www.bookdepository.com/es/Fang-El-Demonio-Murcielago-Adam-Blade/9788408143017?ref=grid-view"
"1026","La Valiente Nellie","Sharalyn Morrison-Andrews","Sharalyn Morrison-Andrews",20299,0,0,52,"Hardback","https://www.bookdepository.com/es/La-Valiente-Nellie-Sharalyn-Morrison-Andrews/9780996288927?ref=grid-view"
"1027","El Principito","Antoine de Saint-Exupery","Createspace Independent Publishing Platform",14188,4.31,1396114,64,"Paperback","https://www.bookdepository.com/es/El-Principito-Antoine-de-Saint-Exupery/9781514846551?ref=grid-view"
"1028","Capriana","Catalina Salem Gesell","Createspace Independent Publishing Platform",20403,3.38,8,388,"Paperback","https://www.bookdepository.com/es/Capriana-Catalina-Salem-Gesell/9781517236526?ref=grid-view"
"1029","Amigos del Barrio","Michelle Shalton","Rubicon/Santillana",9682,0,0,11,"Paperback","https://www.bookdepository.com/es/Amigos-del-Barrio-Michelle-Shalton/9781486901616?ref=grid-view"
"1030","Un Ano Entero","Ruby Lee","Rubicon/Santillana",11348,0,0,15,"Paperback","https://www.bookdepository.com/es/Un-Ano-Entero-Ruby-Lee/9781486901678?ref=grid-view"
"1031","Fuera de alcance.","Félix de Jesús Ramírez Blanco","Createspace Independent Publishing Platform",8053,0,0,40,"Paperback","https://www.bookdepository.com/es/Fuera-de-alcance-Félix-de-Jesús-Ramírez-Blanco/9781499381023?ref=grid-view"
"1032","!Que importa la magia cuando hay amor!","Alvaro Espino","Createspace Independent Publishing Platform",13563,4.23,30,200,"Paperback","https://www.bookdepository.com/es/Que-importa-la-magia-cuando-hay-amor-Alvaro-Espino/9781517135461?ref=grid-view"
"1033","La Pequena Muneca","Duy Truong","Createspace Independent Publishing Platform",20618,3.98,49,96,"Paperback","https://www.bookdepository.com/es/La-Pequena-Muneca-Duy-Truong/9781512284089?ref=grid-view"
"1034","La Llave","Tone Almhjell","Editorial Oceano de Mexico",18464,3.8,2151,352,"Paperback","https://www.bookdepository.com/es/La-Llave-Tone-Almhjell/9786077354710?ref=grid-view"
"1035","Descubre La Botanica","Sonja Duletic-Lausevic","Panamericana Editorial",13535,2.5,2,36,"Paperback","https://www.bookdepository.com/es/Descubre-La-Botanica-Sonja-Duletic-Lausevic/9789583047091?ref=grid-view"
"1036","Cuentos Infantiles Tradicionales 2","Hans Christian Andersen","Createspace Independent Publishing Platform",12613,0,0,130,"Paperback","https://www.bookdepository.com/es/Cuentos-Infantiles-Tradicionales-2-Hans-Christian-Andersen/9781517255527?ref=grid-view"
"1037","Los cuentos del loco","Homero Cerecedo","Createspace Independent Publishing Platform",8725,0,0,80,"Paperback","https://www.bookdepository.com/es/Los-cuentos-del-loco-Homero-Cerecedo/9781518729119?ref=grid-view"
"1038","Politicamente Incorrectas 2","Emma Mars","Createspace Independent Publishing Platform",15957,4.17,118,276,"Paperback","https://www.bookdepository.com/es/Politicamente-Incorrectas-2-Emma-Mars/9781517553388?ref=grid-view"
"1039","Un Marido Ideal","Oscar Wilde","Createspace Independent Publishing Platform",10568,3.73,15,102,"Paperback","https://www.bookdepository.com/es/Un-Marido-Ideal-Oscar-Wilde/9781517517144?ref=grid-view"
"1040","Se Buscan Chicas: Una Novela Sobre La Trata de Jovenes / Girls Wanted","Christel Guczka","B DE BLOCK",16764,2.57,7,168,"Paperback","https://www.bookdepository.com/es/Se-Buscan-Chicas-Una-Novela-Sobre-La-Trata-de-Jovenes-Girls-Wanted-Christel-Guczka/9786074808926?ref=grid-view"
"1041","The Toddler's Handbook","Dayna Martin","Engage Books",21113,3.93,54,48,"Hardback","https://www.bookdepository.com/es/Toddlers-Handbook-Dayna-Martin/9781772262261?ref=grid-view"
"1042","Laberinto","Victor Panicello","BAMBU",18157,3.45,42,400,"Paperback","https://www.bookdepository.com/es/Laberinto-Victor-Panicello/9788483433973?ref=grid-view"
"1043","Roundy and Friends - Columbus","Andres Varela","Soccertowns LLC",21896,3,1,40,"Hardback","https://www.bookdepository.com/es/Roundy-Friends-Columbus-Andres-Varela/9780986358401?ref=grid-view"
"1044","Quienes Fueron Los Hermanos Wright?","James Buckley","Loqueleo",11376,4.25,465,103,"Paperback","https://www.bookdepository.com/es/Quienes-Fueron-Los-Hermanos-Wright-James-Buckley/9781631134326?ref=grid-view"
"1045","desaparece!","Inés Díaz Arriero","Createspace Independent Publishing Platform",12637,3,12,174,"Paperback","https://www.bookdepository.com/es/desaparece-Inés-Díaz-Arriero/9781518618970?ref=grid-view"
"1046","Historias para aguantar un lunes por la manana","Santiago Hoyos","Createspace Independent Publishing Platform",13894,0,0,218,"Paperback","https://www.bookdepository.com/es/Historias-para-aguantar-un-lunes-por-la-manana-Santiago-Hoyos/9781516973705?ref=grid-view"
"1047","La ""Nefasta"" Conquista de Mexico","Javy Jg","Createspace Independent Publishing Platform",9064,0,0,116,"Paperback","https://www.bookdepository.com/es/La-Nefasta-Conquista-de-Mexico-Javy-Jg/9781519632562?ref=grid-view"
"1048","Cuentos de Ciencia Ficcion Para Ninos","Enzo Maqueira","Ediciones Lea",10215,4.17,6,64,"Paperback","https://www.bookdepository.com/es/Cuentos-de-Ciencia-Ficcion-Para-Ninos-Enzo-Maqueira/9789876348485?ref=grid-view"
"1049","Viva la Aventura","Annie Goldman","Createspace Independent Publishing Platform",11548,5,1,30,"Paperback","https://www.bookdepository.com/es/Viva-la-Aventura-Annie-Goldman/9781517542917?ref=grid-view"
"1050","Krazy Eye y Screecher Hacen una Carrera de Primos.","Chris Buckland","Createspace Independent Publishing Platform",10082,0,0,48,"Paperback","https://www.bookdepository.com/es/Krazy-Eye-y-Screecher-Hacen-una-Carrera-de-Primos-Chris-Buckland/9781519623775?ref=grid-view"
"1051","El Hombre Invisible","H G Wells","Createspace Independent Publishing Platform",11487,3.64,149617,116,"Paperback","https://www.bookdepository.com/es/El-Hombre-Invisible-H-G-Wells/9781533006714?ref=grid-view"
"1052","Besala Tu Por Mi","Olivia Be","Createspace Independent Publishing Platform",15995,3.9,122,254,"Paperback","https://www.bookdepository.com/es/Besala-Tu-Por-Mi-Olivia-Be/9781533028662?ref=grid-view"
"1053","La Sordouch II","Oscar G Andrade","Createspace Independent Publishing Platform",10372,1,1,142,"Paperback","https://www.bookdepository.com/es/La-Sordouch-II-Oscar-G-Andrade/9781533081193?ref=grid-view"
"1054","Mucho Mas Que Un Club de Chicas (El Club de Los Corazones Solitarios #2) / We Can Work It Out (the Lonely Hearts Club, Book 2)","Elizabeth Eulberg","Alfaguara Juvenil",18785,3.69,2483,360,"Paperback","https://www.bookdepository.com/es/Mucho-Mas-Que-Un-Club-de-Chicas-El-Club-de-Los-Corazones-Solitarios-2-We-Can-Work-It-Out-Lonely-Hearts-Club-Book-2-Elizabeth-Eulberg/9786073132640?ref=grid-view"
"1055","El Valle de Los Reyes. Tombquest 3","Michael Northrop","URANO",15614,4.12,526,187,"Hardback","https://www.bookdepository.com/es/El-Valle-de-Los-Reyes-Tombquest-3-Michael-Northrop/9788496886599?ref=grid-view"
"1056","Multicosmos 3. La Rebelion de Los Drones / Multicosmos 3. Drone Rebellion","Pablo C Reyna","Montena",19552,4.29,21,256,"Paperback","https://www.bookdepository.com/es/Multicosmos-3-La-Rebelion-de-Los-Drones-Multicosmos-3-Drone-Rebellion-Pablo-C-Reyna/9788490436301?ref=grid-view"
"1057","Playa Escondida","Coral Díaz","Createspace Independent Publishing Platform",14464,0,0,188,"Paperback","https://www.bookdepository.com/es/Playa-Escondida-Coral-Díaz/9781530654888?ref=grid-view"
"1058","No Deberias Amar.","Gaby Salazar Y Salazar","Createspace Independent Publishing Platform",13287,4.5,2,184,"Paperback","https://www.bookdepository.com/es/No-Deberias-Amar-Gaby-Salazar-Y-Salazar/9781530873494?ref=grid-view"
"1059","En D as Grises","Jose Carlos De La Rosa Diaz","Createspace Independent Publishing Platform",13434,0,0,186,"Paperback","https://www.bookdepository.com/es/En-D-Grises-Jose-Carlos-De-La-Rosa-Diaz/9781532762222?ref=grid-view"
"1060","Lo Llaman Amor","Aris Ducam","Lulu.com",10529,0,0,114,"Paperback","https://www.bookdepository.com/es/Lo-Llaman-Amor-Aris-Ducam/9781329875449?ref=grid-view"
"1061","Bolita Azul","Teri Saya","Xyziin Publications",18382,0,0,60,"Hardback","https://www.bookdepository.com/es/Bolita-Azul-Teri-Saya/9780692686553?ref=grid-view"
"1062","Me Llamo Roy y Soy de Costa Rica!","James Nathaniel Holland","Createspace Independent Publishing Platform",11840,0,0,36,"Paperback","https://www.bookdepository.com/es/Me-Llamo-Roy-y-Soy-de-Costa-Rica-James-Nathaniel-Holland/9781530842551?ref=grid-view"
"1063","La Llamada De La Selva","Jack London","Createspace Independent Publishing Platform",12062,3.88,346806,136,"Paperback","https://www.bookdepository.com/es/La-Llamada-De-La-Selva-Jack-London/9781530747641?ref=grid-view"
"1064","La leyenda de Lunanegra","Carlos Gonzalez-Llanos","Createspace Independent Publishing Platform",14688,4.5,6,238,"Paperback","https://www.bookdepository.com/es/La-leyenda-de-Lunanegra-Carlos-Gonzalez-Llanos/9781523376599?ref=grid-view"
"1065","Suenos colectivos","Fausto Lozano","Selector, S.A. de C.V.",18791,3.71,7,338,"Paperback","https://www.bookdepository.com/es/Suenos-colectivos-Fausto-Lozano/9786074532395?ref=grid-view"
"1066","Las Aventuras de Carolina","Eric Oberst","Painted Leaf Publishing (PLP)",17790,4.43,7,108,"Hardback","https://www.bookdepository.com/es/Las-Aventuras-de-Carolina-Eric-Oberst/9780692499450?ref=grid-view"
"1067","Krazy Eye, Screecher Y El Gran Rescate del Tren","Chris Buckland","Createspace Independent Publishing Platform",9106,0,0,44,"Paperback","https://www.bookdepository.com/es/Krazy-Eye-Screecher-Y-El-Gran-Rescate-del-Tren-Chris-Buckland/9781530673049?ref=grid-view"
"1068","La Llave","Tone Almhjell","Editorial Oceano de Mexico",18464,3.8,2151,352,"Paperback","https://www.bookdepository.com/es/La-Llave-Tone-Almhjell/9786077354710?ref=grid-view"
"1069","La Pequena Muneca","Duy Truong","Createspace Independent Publishing Platform",20618,3.98,49,96,"Paperback","https://www.bookdepository.com/es/La-Pequena-Muneca-Duy-Truong/9781512284089?ref=grid-view"
"1070","Fuera de alcance.","Félix de Jesús Ramírez Blanco","Createspace Independent Publishing Platform",8053,0,0,40,"Paperback","https://www.bookdepository.com/es/Fuera-de-alcance-Félix-de-Jesús-Ramírez-Blanco/9781499381023?ref=grid-view"
"1071","!Que importa la magia cuando hay amor!","Alvaro Espino","Createspace Independent Publishing Platform",13563,4.23,30,200,"Paperback","https://www.bookdepository.com/es/Que-importa-la-magia-cuando-hay-amor-Alvaro-Espino/9781517135461?ref=grid-view"
"1072","Descubre La Botanica","Sonja Duletic-Lausevic","Panamericana Editorial",13535,2.5,2,36,"Paperback","https://www.bookdepository.com/es/Descubre-La-Botanica-Sonja-Duletic-Lausevic/9789583047091?ref=grid-view"
"1073","Amigos del Barrio","Michelle Shalton","Rubicon/Santillana",9682,0,0,11,"Paperback","https://www.bookdepository.com/es/Amigos-del-Barrio-Michelle-Shalton/9781486901616?ref=grid-view"
"1074","Un Ano Entero","Ruby Lee","Rubicon/Santillana",11348,0,0,15,"Paperback","https://www.bookdepository.com/es/Un-Ano-Entero-Ruby-Lee/9781486901678?ref=grid-view"
"1075","Capriana","Catalina Salem Gesell","Createspace Independent Publishing Platform",20403,3.38,8,388,"Paperback","https://www.bookdepository.com/es/Capriana-Catalina-Salem-Gesell/9781517236526?ref=grid-view"
"1076","Andres Aragon","Sofia Guzman","Createspace Independent Publishing Platform",11310,4.42,12,138,"Paperback","https://www.bookdepository.com/es/Andres-Aragon-Sofia-Guzman/9781514338216?ref=grid-view"
"1077","Cuentos Infantiles Tradicionales 2","Hans Christian Andersen","Createspace Independent Publishing Platform",12613,0,0,130,"Paperback","https://www.bookdepository.com/es/Cuentos-Infantiles-Tradicionales-2-Hans-Christian-Andersen/9781517255527?ref=grid-view"
"1078","Lo que es mas grande que cualquier cosa?","David E McAdams","Createspace Independent Publishing Platform",14907,0,0,28,"Paperback","https://www.bookdepository.com/es/Lo-que-es-mas-grande-que-cualquier-cosa-David-E-McAdams/9781523261628?ref=grid-view"
"1079","Guaytabo. Venganza en la Selva","M Daranas","Createspace Independent Publishing Platform",21818,0,0,420,"Paperback","https://www.bookdepository.com/es/Guaytabo-Venganza-en-la-Selva-M-Daranas/9781515331278?ref=grid-view"
"1080","Donde habitan los monstruos","Josep García","Createspace Independent Publishing Platform",12396,0,0,194,"Paperback","https://www.bookdepository.com/es/Donde-habitan-los-monstruos-Josep-García/9781523314317?ref=grid-view"
"1081","Mis fractales favoritos","David E McAdams","Createspace Independent Publishing Platform",29548,0,0,128,"Paperback","https://www.bookdepository.com/es/Mis-fractales-favoritos-David-E-McAdams/9781523348985?ref=grid-view"
"1082","Historias para aguantar un lunes por la manana","Santiago Hoyos","Createspace Independent Publishing Platform",13894,0,0,218,"Paperback","https://www.bookdepository.com/es/Historias-para-aguantar-un-lunes-por-la-manana-Santiago-Hoyos/9781516973705?ref=grid-view"
"1083","La ""Nefasta"" Conquista de Mexico","Javy Jg","Createspace Independent Publishing Platform",9064,0,0,116,"Paperback","https://www.bookdepository.com/es/La-Nefasta-Conquista-de-Mexico-Javy-Jg/9781519632562?ref=grid-view"
