"","Titulo","Autor","Editorial","Precio","Valoracion","Cant_coment","Cant_pag","Formato","Url"
"76","Un pringao total","Jeff Kinney","RBA LIBROS",31070,3.99,460436,217,"Hardback","https://www.bookdepository.com/es/Un-pringao-total-Jeff-Kinney/9788498672220?ref=grid-view"
"77","Banda Sonora","Jordi Sierra i Fabra","Ediciones Siruela S.A.",39478,3.44,34,253,"Paperback","https://www.bookdepository.com/es/Banda-Sonora-Jordi-Sierra-i-Fabra/9788498410136?ref=grid-view"
"78","El diagnostico y otros relatos/ The Diagnosis and Other Stories","Jostein Gaarder","Grupo Anaya Comercial",22340,3.56,469,223,"Paperback","https://www.bookdepository.com/es/El-diagnostico-y-otros-relatos-Diagnosis-Other-Stories-Jostein-Gaarder/9788498410440?ref=grid-view"
"79","Las fallas de Valencia: Mucho mas que un sueno","Encarnacion Galindo Garcia","Editorial Edinumen",14288,0,0,44,"Paperback","https://www.bookdepository.com/es/Las-fallas-de-Valencia-Mucho-mas-que-un-sueno-Encarnacion-Galindo-Garcia/9788498480498?ref=grid-view"
"80","Al Limite de Nuestras Vidas","Philippe Nessmann","BAMBU",12823,3.54,26,137,"Paperback","https://www.bookdepository.com/es/Al-Limite-de-Nuestras-Vidas-Philippe-Nessmann/9788483430514?ref=grid-view"
"81","Penny, Caida del Cielo","Jennifer L Holm","BAMBU",14156,3.99,8719,252,"Paperback","https://www.bookdepository.com/es/Penny-Caida-del-Cielo-Jennifer-L-Holm/9788483430699?ref=grid-view"
"82","Los Gamopelusidas","Aura Tazon Cubillas","BAMBU",12321,3.5,2,201,"Paperback","https://www.bookdepository.com/es/Los-Gamopelusidas-Aura-Tazon-Cubillas/9788483430569?ref=grid-view"
"83","Ojo! Vranek Parece Totalmente Inofensivo!","Christine Nöstlinger","BAMBU",13014,3.86,42,214,"Paperback","https://www.bookdepository.com/es/Ojo-Vranek-Parece-Totalmente-Inofensivo-Christine-Nöstlinger/9788483430873?ref=grid-view"
"84","El Regalo del Rio","Jesus Ballaz","BAMBU",9584,3.67,12,74,"Paperback","https://www.bookdepository.com/es/El-Regalo-del-Rio-Jesus-Ballaz/9788483430125?ref=grid-view"
"85","La Camiseta de Oscar","Cesar Fernandez Garcia","BAMBU",10003,3.62,8,92,"Paperback","https://www.bookdepository.com/es/La-Camiseta-de-Oscar-Cesar-Fernandez-Garcia/9788483430132?ref=grid-view"
"86","Catalinasss","Marisa Lopez Soria","BAMBU",11958,2.5,2,105,"Paperback","https://www.bookdepository.com/es/Catalinasss-Marisa-Lopez-Soria/9788483430590?ref=grid-view"
"87","El tesoro cosmico/ George's Cosmic Treasure Hunt","Stephen W. Hawking","Random House Mondadori",27292,4.22,2036,220,"Hardback","https://www.bookdepository.com/es/El-tesoro-cosmico-Georges-Cosmic-Treasure-Hunt-Stephen-W-Hawking/9788484415558?ref=grid-view"
"88","Si subes al Sagarmatha cuando humea viento y nieve / If You Climb Sagarmatha When It's Fuming Wind and Snow","Josep-Francesc Delgado","Rdcr Edicions Del Roure De Can roca",17083,0,0,230,"Paperback","https://www.bookdepository.com/es/Si-subes-al-Sagarmatha-cuando-humea-viento-y-nieve-If-You-Climb-Sagarmatha-When-Its-Fuming-Wind-Snow-Josep-Francesc-Delgado/9788461145607?ref=grid-view"
"89","Los Relatos 2 - Juegos","Julio Cortazar","Alianza Editorial Sa",27300,4.32,75,374,"Paperback","https://www.bookdepository.com/es/Los-Relatos-2-Juegos-Julio-Cortazar/9788420634746?ref=grid-view"
"90","Aventura de Aprender a Pensar y Resolver 2","Asuncion Bados","Sintesis Editorial",29892,0,0,255,"Paperback","https://www.bookdepository.com/es/Aventura-de-Aprender-Pensar-y-Resolver-2-Asuncion-Bados/9788477385271?ref=grid-view"
"91","Las Patas y los Pies de los Animales","Jonatha A Brown","Weekly Reader Early Learning Library",20006,0,0,24,"Hardback","https://www.bookdepository.com/es/Las-Patas-y-los-Pies-de-los-Animales-Jonatha-Brown/9780836874143?ref=grid-view"
"92","Tormentas de Polvo","Jim Mezzanotte","Weekly Reader Early Learning Library",23807,3,1,24,"Hardback","https://www.bookdepository.com/es/Tormentas-de-Polvo-Jim-Mezzanotte/9780836880731?ref=grid-view"
"93","Animales Migratorios: Por Tierra","Thea Feldman","Weekly Reader Early Learning Library",23813,0,0,24,"Hardback","https://www.bookdepository.com/es/Animales-Migratorios-Por-Tierra-Thea-Feldman/9780836884289?ref=grid-view"
"94","El Sol","Carol Ryback","Gareth Stevens Publishing",20006,4,1,24,"Hardback","https://www.bookdepository.com/es/El-Sol-Carol-Ryback/9780836864946?ref=grid-view"
"95","Mares","JoAnn Early Macken","Gareth Stevens Publishing",23577,0,0,24,"Hardback","https://www.bookdepository.com/es/Mares-JoAnn-Early-Macken/9780836865455?ref=grid-view"
"96","Batallas de Aquiles, Las","Francisco Trujillo","Selector",7848,0,0,120,"Paperback","https://www.bookdepository.com/es/Batallas-de-Aquiles-Las-Francisco-Trujillo/9786074530230?ref=grid-view"
"97","El Mago de Oz","Lyman Frank Baum","Selector, S.A. de C.V.",8368,3.98,377270,82,"Paperback","https://www.bookdepository.com/es/El-Mago-de-Oz-Lyman-Frank-Baum/9786074530117?ref=grid-view"
"98","Diccionario Escolar Educativo","Editors of Larousse (Mexico)","Ediciones Larousse (MX)",11403,0,0,492,"Paperback","https://www.bookdepository.com/es/Diccionario-Escolar-Educativo-Editors-Larousse-Mexico/9786070400421?ref=grid-view"
"99","Severiana","Ricardo Chavez Castaneda","Fondo de Cultura Economica, Mexico",15790,3.6,126,165,"Paperback","https://www.bookdepository.com/es/Severiana-Ricardo-Chavez-Castaneda/9786071602619?ref=grid-view"
"100","Las Aventuras de Arthur Gordon Pym","Edgar Allan Poe","iUniverse",12909,3.53,8644,196,"Paperback","https://www.bookdepository.com/es/Las-Aventuras-de-Arthur-Gordon-Pym-Edgar-Allan-Poe/9780595139170?ref=grid-view"
"101","?Avancemos!","McDougal Littel","McDougal Littel",28340,0,0,392,"Paperback","https://www.bookdepository.com/es/Avancemos-McDougal-Littel/9780618782208?ref=grid-view"
"102","El mago que salvo el mundo","Jeffrey Bennett","BIG KID SCIENCE",23037,3.53,19,32,"Hardback","https://www.bookdepository.com/es/El-mago-que-salvo-el-mundo-Jeffrey-Bennett/9780972181952?ref=grid-view"
"103","Resumen De Las Observaciones Meteorol gieas Efectuadas En La Pen nsula Y Algunas De Sus Islas Adyacentes ... Ordenado Y Publicado","Observatorio Astronomico De Madrid","Nabu Press",27689,0,0,378,"Paperback","https://www.bookdepository.com/es/Resumen-De-Las-Observaciones-Meteorol-gieas-Efectuadas-En-La-Pen-nsula-Y-Algunas-De-Sus-Islas-Adyacentes-Ordenado-Y-Publicado-Observatorio-Astronomico-De-Madrid/9781146672191?ref=grid-view"
"104","El Sol / Por Carlos Honore","Carlos Honore","Nabu Press",22686,0,0,236,"Paperback","https://www.bookdepository.com/es/El-Sol-Por-Carlos-Honore-Carlos-Honore/9781147954159?ref=grid-view"
"105","Elementos De Cosmografia","Colegio Maximo S I De Ona","Nabu Press",22686,0,0,246,"Paperback","https://www.bookdepository.com/es/Elementos-De-Cosmografia-Colegio-Maximo-S-I-De-Ona/9781144935632?ref=grid-view"
"106","British Anthologies, Volume 3","Edward Arber","Nabu Press",26260,0,0,334,"Paperback","https://www.bookdepository.com/es/British-Anthologies-3-Edward-Arber/9781145741324?ref=grid-view"
"107","Observaciones Meteorol gicas ...","Observatorio Astronomico Nacional (Chil","Nabu Press",20542,0,0,196,"Paperback","https://www.bookdepository.com/es/Observaciones-Meteorol-gicas-Observatorio-Astronomico-Nacional-Chil/9781145813250?ref=grid-view"
"108","Historia De La Inundaci n De Levante En Octubre De 1879","Ildefonso Antonio Bermejo","Nabu Press",28404,0,0,412,"Paperback","https://www.bookdepository.com/es/Historia-De-La-Inundaci-n-De-Levante-En-Octubre-De-1879-Ildefonso-Antonio-Bermejo/9781142844684?ref=grid-view"
"109","Li es Elementares De Poetica Nacional","Francisco Freire De Carvalho","Nabu Press",24116,0,0,294,"Paperback","https://www.bookdepository.com/es/Li-es-Elementares-De-Poetica-Nacional-Francisco-Freire-De-Carvalho/9781148400280?ref=grid-view"
"110","Flora De Costa Rica","Adolfo Tonduz","Nabu Press",14824,0,0,32,"Paperback","https://www.bookdepository.com/es/Flora-De-Costa-Rica-Adolfo-Tonduz/9781149698006?ref=grid-view"
"111","El Hombre","Manuel De Quero","Nabu Press",14824,0,0,40,"Paperback","https://www.bookdepository.com/es/El-Hombre-Manuel-De-Quero/9781149660423?ref=grid-view"
"112","Prosas Profanas Y Otros Poemas","Ruben Dario","Nabu Press",19112,0,0,166,"Paperback","https://www.bookdepository.com/es/Prosas-Profanas-Y-Otros-Poemas-Ruben-Dario/9781146551366?ref=grid-view"
"113","Gritos Del Combate, Poes as","Gaspar Nunez De Arce","Nabu Press",28404,0,0,400,"Paperback","https://www.bookdepository.com/es/Gritos-Del-Combate-Poes-Gaspar-Nunez-De-Arce/9781142676759?ref=grid-view"
"114","Eric No Juega","Christianne C Jones","Picture Window Books",15426,3,1,24,"Hardback","https://www.bookdepository.com/es/Eric-No-Juega-Christianne-C-Jones/9781404816831?ref=grid-view"
"115","Cansada de Esperar","Dana Meachen Rau","Picture Window Books",15650,4,3,32,"Hardback","https://www.bookdepository.com/es/Cansada-de-Esperar-Dana-Meachen-Rau/9781404816954?ref=grid-view"
"116","Imanes","Natalie M Rosinsky","Picture Window Books",10424,4,23,24,"Paperback","https://www.bookdepository.com/es/Imanes-Natalie-M-Rosinsky/9781404824973?ref=grid-view"
"117","El Ojo de la Tormenta","Rick Thomas","Picture Window Books",27767,0,0,24,"Hardback","https://www.bookdepository.com/es/El-Ojo-de-la-Tormenta-Rick-Thomas/9781404832145?ref=grid-view"
"118","Sopla Y Silba","Josepha Sherman","Picture Window Books",22088,3,1,24,"Hardback","https://www.bookdepository.com/es/Sopla-Y-Silba-Josepha-Sherman/9781404832176?ref=grid-view"
"119","Preguntas y Respuatas La Tierra y El Espacio/ Earth and Space","Anita Ganeri","Parragon Inc",48691,5,1,256,"Hardback","https://www.bookdepository.com/es/Preguntas-y-Respuatas-La-Tierra-y-El-Espacio-Earth-Space-Anita-Ganeri/9781407534763?ref=grid-view"
