"","Titulo","Autor","Editorial","Precio","Valoracion","Cant_coment","Cant_pag","Formato","Url"
"705","La Mama Cocodrilo (the Careful Crocodile)","Rigby","Rigby",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/La-Mama-Cocodrilo-Careful-Crocodile-Rigby/9781418973742?ref=grid-view"
"706","El Mono Travieso (Monkey Tricks)","Rigby","Rigby",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/El-Mono-Travieso-Monkey-Tricks-Rigby/9781418973179?ref=grid-view"
"707","La Cabana de la Colina (the Cabin in the Hills)","Rigby","Rigby",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/La-Cabana-de-la-Colina-Cabin-Hills-Rigby/9781418973186?ref=grid-view"
"708","La Ciudad de Hormigas (Ant City)","Rigby","Rigby",NA,3,6,16,"Paperback","https://www.bookdepository.com/es/La-Ciudad-de-Hormigas-Ant-City-Rigby/9781418973261?ref=grid-view"
"709","Cabras (Goats)","Rigby","Rigby",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/Cabras-Goats-Rigby/9781418973575?ref=grid-view"
"710","La Orquesta de Los Animales (Animal Band)","Rigby","Rigby",NA,0,0,32,"Paperback","https://www.bookdepository.com/es/La-Orquesta-de-Los-Animales-Animal-Band-Rigby/9781418973629?ref=grid-view"
"711","Un Perro Llamado Oso (Dog Called Bear)","Rigby","Rigby",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/Un-Perro-Llamado-Oso-Dog-Called-Bear-Rigby/9781418973414?ref=grid-view"
"712","My Photo Bible for Baby Girls","","Gold Quill",NA,0,0,NA,"Hardback","https://www.bookdepository.com/es/My-Photo-Bible-for-Baby-Girls/9781906227593?ref=grid-view"
"713","Hansel y Gretel / Hansel and Gretel","","Editorial Sigmar S.A.C.I.",NA,0,0,10,"Board book","https://www.bookdepository.com/es/Hansel-y-Gretel-Hansel-Gretel/9789501121797?ref=grid-view"
"714","Increible Pero Real: Animales Extranos (Strange but True: Bizarre Animals)","Timothy Bradley","Teacher Created Materials, Inc",NA,4,2,48,"Paperback","https://www.bookdepository.com/es/Increible-Pero-Real-Animales-Extranos-Strange-but-True-Bizarre-Animals-Timothy-Bradley/9781433370946?ref=grid-view"
"715","Sin Resolver! Misterios De La Historia (Unsolved! History's Mysteries)","Dona Rice","Teacher Created Materials, Inc",NA,3.29,7,48,"Paperback","https://www.bookdepository.com/es/Sin-Resolver-Misterios-De-La-Historia-Unsolved-Historys-Mysteries-Dona-Rice/9781433370625?ref=grid-view"
"716","Increible Pero Real: Anatomia Gruesa (Strange but True: Gross Anatomy)","Timothy Bradley","Teacher Created Materials, Inc",NA,4,1,48,"Paperback","https://www.bookdepository.com/es/Increible-Pero-Real-Anatomia-Gruesa-Strange-but-True-Gross-Anatomy-Timothy-Bradley/9781433370939?ref=grid-view"
"717","Nelson Mandela: Marcando El Camino (Nelson Mandela: Leading the Way)","Tamara Hollingsworth","Teacher Created Materials, Inc",NA,4,4,48,"Paperback","https://www.bookdepository.com/es/Nelson-Mandela-Marcando-El-Camino-Nelson-Mandela-Leading-Way-Tamara-Hollingsworth/9781433370977?ref=grid-view"
"718","Una Mano Al Corazon: Mejorando LAS Comunidades (Hand to Heart: Improving Communities)","Jessica Cohn","Teacher Created Materials, Inc",NA,0,0,48,"Paperback","https://www.bookdepository.com/es/Una-Mano-Al-Corazon-Mejorando-LAS-Comunidades-Hand-Heart-Improving-Communities-Jessica-Cohn/9781433370991?ref=grid-view"
"719","Hablemos Claro: Fumar (Straight Talk: Smoking)","Stephanie Paris","Teacher Created Materials, Inc",NA,0,0,48,"Paperback","https://www.bookdepository.com/es/Hablemos-Claro-Fumar-Straight-Talk-Smoking-Stephanie-Paris/9781433370915?ref=grid-view"
"720","Supervivencia! Desierto (Survival! Desert)","William Rice","Teacher Created Materials, Inc",NA,5,1,48,"Paperback","https://www.bookdepository.com/es/Supervivencia-Desierto-Survival-Desert-William-Rice/9781433370519?ref=grid-view"
"721","Supervivencia! Jungla (Survival! Jungle)","William Rice","Teacher Created Materials, Inc",NA,3,1,48,"Paperback","https://www.bookdepository.com/es/Supervivencia-Jungla-Survival-Jungle-William-Rice/9781433370533?ref=grid-view"
"722","Amigo Sol (Oh, Mr. Sun) Lap Book","Janelle Bell-Martin","Teacher Created Materials, Inc",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/Amigo-Sol-Oh-Mr-Sun-Lap-Book-Janelle-Bell-Martin/9781433341526?ref=grid-view"
"723","Supervivencia! Oceano (Survival! Ocean)","William Rice","Teacher Created Materials, Inc",NA,4,3,48,"Paperback","https://www.bookdepository.com/es/Supervivencia-Oceano-Survival-Ocean-William-Rice/9781433370526?ref=grid-view"
"724","Un Dia De Trabajo: Medico De Emergencias (All in a Day's Work: Er Doctor)","Diana Herweck","Teacher Created Materials, Inc",NA,2.5,2,64,"Paperback","https://www.bookdepository.com/es/Un-Dia-De-Trabajo-Medico-De-Emergencias-All-Days-Work-Er-Doctor-Diana-Herweck/9781433371394?ref=grid-view"
"725","Ultima Vuelta! Carreras De Kartings (Final Lap! Go-Kart Racing)","Christine Dugan","Teacher Created Materials, Inc",NA,0,0,48,"Paperback","https://www.bookdepository.com/es/Ultima-Vuelta-Carreras-De-Kartings-Final-Lap-Go-Kart-Racing-Christine-Dugan/9781433370656?ref=grid-view"
"726","Siglo Xx: Carrera Hacia La Luna (20th Century: Race to the Moon)","Stephanie Paris","Teacher Created Materials, Inc",NA,0,0,64,"Paperback","https://www.bookdepository.com/es/Siglo-Xx-Carrera-Hacia-La-Luna-20th-Century-Race-Moon-Stephanie-Paris/9781433371325?ref=grid-view"
"727","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,96,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582474?ref=grid-view"
"728","Student Edition Grade K 2012","Hmh Hmh","HOUGHTON MIFFLIN",NA,0,0,56,"Paperback","https://www.bookdepository.com/es/Student-Edition-Grade-K-2012-Hmh-Hmh/9780547582375?ref=grid-view"
"729","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,280,"Hardback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582412?ref=grid-view"
"730","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,64,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582481?ref=grid-view"
"731","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,320,"Hardback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547583006?ref=grid-view"
"732","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,208,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582634?ref=grid-view"
"733","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,160,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582641?ref=grid-view"
"734","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,192,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582627?ref=grid-view"
"735","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,152,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582580?ref=grid-view"
"736","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,184,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582559?ref=grid-view"
"737","Ninfas, faunos, unicornios y otros mitos clasicos","Francisco Domene García","Anaya & Mario Muchnik",NA,3.75,4,208,"Paperback","https://www.bookdepository.com/es/Ninfas-faunos-unicornios-y-otros-mitos-clasicos-Francisco-Domene-García/9788467829112?ref=grid-view"
"738","Falsos recuerdos / False memory","Dan Krokos","Grupo Anaya Comercial",NA,3.74,6121,359,"Paperback","https://www.bookdepository.com/es/Falsos-recuerdos-False-memory-Dan-Krokos/9788467829402?ref=grid-view"
"739","Reading Leveled Readers Spanish California","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Reading-Leveled-Readers-Spanish-California/9780547179209?ref=grid-view"
"740","Reading Leveled Readers Spanish California","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Reading-Leveled-Readers-Spanish-California/9780547179230?ref=grid-view"
"741","Reading Leveled Readers Spanish California","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Reading-Leveled-Readers-Spanish-California/9780547123431?ref=grid-view"
"742","Reading Leveled Readers Spanish California","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Reading-Leveled-Readers-Spanish-California/9780547178318?ref=grid-view"
"743","Reading Leveled Readers Spanish California","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Reading-Leveled-Readers-Spanish-California/9780547123479?ref=grid-view"
"744","Reading Leveled Readers Spanish California","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Reading-Leveled-Readers-Spanish-California/9780547123493?ref=grid-view"
"745","Math Spanish Texas","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Math-Spanish-Texas/9780547058399?ref=grid-view"
"746","Dijiste Sexo?","Laura Magni","Panamericana Editorial",NA,3.5,2,78,"Hardback","https://www.bookdepository.com/es/Dijiste-Sexo-Laura-Magni/9789583039355?ref=grid-view"
"747","Un rostro en el tiempo / A Face in the time","Manuel Alfonseca","Luis Vives Editorial",NA,4.4,10,139,"Paperback","https://www.bookdepository.com/es/Un-rostro-en-el-tiempo-Face-time-Manuel-Alfonseca/9788426386151?ref=grid-view"
"748","El año de la venganza / The year of revenge","Antonia Merono","Luis Vives Editorial",NA,0,0,204,"Paperback","https://www.bookdepository.com/es/El-año-de-la-venganza-year-revenge-Antonia-Merono/9788426385871?ref=grid-view"
"749","Rebel Doll","Juana Ines Dehesa","Ediciones B",NA,3.18,65,424,"Paperback","https://www.bookdepository.com/es/Rebel-Doll-Juana-Ines-Dehesa/9786074803495?ref=grid-view"
"750","Un Chico de Lo Mas Normal","Gordon Korman","B DE BLOCK",NA,4.04,18801,259,"Paperback","https://www.bookdepository.com/es/Un-Chico-de-Lo-Mas-Normal-Gordon-Korman/9788415579175?ref=grid-view"
"751","Trolas Y Pifias De Mateo Hidalf / Mateo Hidalf Lies and Messes","Chistophe Mauri","Montena",NA,3,1,240,"Hardback","https://www.bookdepository.com/es/Trolas-Y-Pifias-De-Mateo-Hidalf-Mateo-Hidalf-Lies-Messes-Chistophe-Mauri/9788415580331?ref=grid-view"
"752","Pablo Picasso","Jose Moran","Susaeta Ediciones",NA,0,0,32,"Hardback","https://www.bookdepository.com/es/Pablo-Picasso-Jose-Moran/9788467715224?ref=grid-view"
"753","365 experimentos de ciencia / 365 science experiments","Glen Singleton","Susaeta Ediciones",NA,0,0,364,"Hardback","https://www.bookdepository.com/es/365-experimentos-de-ciencia-365-science-experiments-Glen-Singleton/9788467722109?ref=grid-view"
"754","La pastora y el deshollinador","Alicia Susana Salvi","Longseller S.A.",NA,0,0,32,"Hardback","https://www.bookdepository.com/es/La-pastora-y-el-deshollinador-Alicia-Susana-Salvi/9789876830003?ref=grid-view"
"755","El gran libro de los dinosaurios","Maria Sol Suares Christiansen","Longseller S.A.",NA,0,0,144,"Paperback","https://www.bookdepository.com/es/El-gran-libro-de-los-dinosaurios-Maria-Sol-Suares-Christiansen/9789875508941?ref=grid-view"
"756","25 de mayo de 1810","Oche Califa","Longseller S.A.",NA,3,1,96,"Paperback","https://www.bookdepository.com/es/25-de-mayo-de-1810-Oche-Califa/9789875507081?ref=grid-view"
"757","Super diferencias","Fernando Brancaccio","Longseller S.A.",NA,0,0,64,"Paperback","https://www.bookdepository.com/es/Super-diferencias-Fernando-Brancaccio/9789876830706?ref=grid-view"
"758","Primeros amigos, primeros amores","Eduardo Dayan","Longseller S.A.",NA,0,0,112,"Paperback","https://www.bookdepository.com/es/Primeros-amigos-primeros-amores-Eduardo-Dayan/9789876830614?ref=grid-view"
"759","Caperucita roja / Little Red Riding Hood","","Editorial Sigmar S.A.C.I.",NA,0,0,24,"Paperback","https://www.bookdepository.com/es/Caperucita-roja-Little-Red-Riding-Hood/9789501123302?ref=grid-view"
"760","Mi primer diccionario trilingue / My First Trilingual Dictionary","","Editorial Sigmar S.A.C.I.",NA,0,0,64,"Hardback","https://www.bookdepository.com/es/Mi-primer-diccionario-trilingue-My-First-Trilingual-Dictionary/9789501122336?ref=grid-view"
"761","El traje del emperador / The emperor's clothes","","Editorial Sigmar S.A.C.I.",NA,0,0,8,"Paperback","https://www.bookdepository.com/es/El-traje-del-emperador-emperors-clothes/9789501122053?ref=grid-view"
"762","Comienzo a escribir nivel 4 / Start writing level 4","","Editorial Sigmar S.A.C.I.",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/Comienzo-escribir-nivel-4-Start-writing-level-4/9789501127676?ref=grid-view"
"763","Comienzo a escribir nivel 3 / Start writing level 3","","Editorial Sigmar S.A.C.I.",NA,0,0,16,"Paperback","https://www.bookdepository.com/es/Comienzo-escribir-nivel-3-Start-writing-level-3/9789501127669?ref=grid-view"
"764","Con agua / With water","","Editorial Sigmar S.A.C.I.",NA,0,0,24,"Paperback","https://www.bookdepository.com/es/Con-agua-With-water/9789501125726?ref=grid-view"
"765","El rey leon / The Lion King","Paula Vera","Editorial Sigmar S.A.C.I.",NA,0,0,8,"Paperback","https://www.bookdepository.com/es/El-rey-leon-Lion-King-Paula-Vera/9789501112108?ref=grid-view"
"766","El patito feo / The Ugly Duckling","","Editorial Sigmar S.A.C.I.",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/El-patito-feo-Ugly-Duckling/9789501131802?ref=grid-view"
"767","Cenicienta / Cinderella","","Editorial Sigmar S.A.C.I.",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Cenicienta-Cinderella/9789501131772?ref=grid-view"
"768","Las Infidelidades De M / The infidelities of M","Mayumi Yokoyama","Pujol & Amado S L L",NA,0,0,192,"Paperback","https://www.bookdepository.com/es/Las-Infidelidades-De-M-infidelities-M-Mayumi-Yokoyama/9788492449866?ref=grid-view"
"769","Golpe de pasion 6 / Passion Strike","Minami Kanan","Pujol & Amado S L L",NA,0,0,192,"Paperback","https://www.bookdepository.com/es/Golpe-de-pasion-6-Passion-Strike-Minami-Kanan/9788492592777?ref=grid-view"
"770","Abriendo Puertas: Ampliando Perspectivas","Holt McDougal","Holt McDougal",NA,4,3,672,"Paperback","https://www.bookdepository.com/es/Abriendo-Puertas-Ampliando-Perspectivas-Holt-McDougal/9780547858630?ref=grid-view"
"771","Como Comprender La Fotosintesis Con Max Axiom, Supercientifico","Liam O'Donnell","Capstone Press",NA,4.08,26,32,"Paperback","https://www.bookdepository.com/es/Como-Comprender-La-Fotosintesis-Con-Max-Axiom-Supercientifico-Liam-ODonnell/9781620659854?ref=grid-view"
"772","Ciencia Grafica","","Graphic Library",NA,0,0,32,"Paperback","https://www.bookdepository.com/es/Ciencia-Grafica/9781620659878?ref=grid-view"
"773","Fsst! Friccion y Resistencia (Drag! Friction and Resistance)","Stephanie Paris","Teacher Created Materials, Inc",NA,0,0,64,"Paperback","https://www.bookdepository.com/es/Fsst-Friccion-y-Resistencia-Drag-Friction-Resistance-Stephanie-Paris/9781433371738?ref=grid-view"
"774","Desastres Naturales Que Marcaron La Historia (Unforgettable Natural Disasters)","Tamara Hollingsworth","Teacher Created Materials, Inc",NA,5,1,64,"Paperback","https://www.bookdepository.com/es/Desastres-Naturales-Que-Marcaron-La-Historia-Unforgettable-Natural-Disasters-Tamara-Hollingsworth/9781433371776?ref=grid-view"
"775","Aladdin / Aladino","Susaeta Ediciones S a","Susaeta Ediciones, S.A.",NA,3.28,18,32,"Hardback","https://www.bookdepository.com/es/Aladdin-Aladino-Susaeta-Ediciones-S/9788467718690?ref=grid-view"
"776","Sleeping Beauty / La Bella Durmiente","Susaeta Ediciones S a","Susaeta Ediciones, S.A.",NA,5,1,32,"Hardback","https://www.bookdepository.com/es/Sleeping-Beauty-La-Bella-Durmiente-Susaeta-Ediciones-S/9788467718706?ref=grid-view"
"777","Grandes, grandes preguntas sobre la vida, el Universo y todo lo demas / Great, great questions about life, the universe and everything else","Stephen Law","Guadal Sa Editorial",NA,0,0,64,"Board book","https://www.bookdepository.com/es/Grandes-grandes-preguntas-sobre-la-vida-el-Universo-y-todo-lo-demas-Great-great-questions-about-life-universe-everything-else-Stephen-Law/9789876682466?ref=grid-view"
"778","Descolgando la Luna","Gregory Hughes","Montena",NA,3.94,1221,325,"Paperback","https://www.bookdepository.com/es/Descolgando-la-Luna-Gregory-Hughes/9786073108331?ref=grid-view"
"779","Healthy You Set Prek-K Spanish","Teacher Created Materials","TEACHER CREATED MATERIALS",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Healthy-You-Set-Prek-K-Spanish-Teacher-Created-Materials/9781433351259?ref=grid-view"
"780","Healthy You Set Grades 1-2 Spanish","Teacher Created Materials","TEACHER CREATED MATERIALS",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Healthy-You-Set-Grades-1-2-Spanish-Teacher-Created-Materials/9781433351273?ref=grid-view"
"781","Devocional en un ano para la familia volumen 1","Children's Bible Hour","Tyndale House Publishers",NA,0,0,378,"Paperback","https://www.bookdepository.com/es/Devocional-en-un-ano-para-la-familia-volumen-1-Childrens-Bible-Hour/9781414383576?ref=grid-view"
"782","Detective de La Biblia (Bible Detective)","Bye-Fellow Peter Martin","Libros Desafio",NA,4.15,26,44,"Hardback","https://www.bookdepository.com/es/Detective-de-La-Biblia-Bible-Detective-Bye-Fellow-Peter-Martin/9781558831278?ref=grid-view"
"783","X-Leonora","Pepe Maestro","Anaya & Mario Muchnik",NA,4,3,80,"Paperback","https://www.bookdepository.com/es/X-Leonora-Pepe-Maestro/9788467840599?ref=grid-view"
"784","Healthy You Set Prek-K Spanish","Teacher Created Materials","TEACHER CREATED MATERIALS",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Healthy-You-Set-Prek-K-Spanish-Teacher-Created-Materials/9781433351259?ref=grid-view"
"785","Healthy You Set Grades 1-2 Spanish","Teacher Created Materials","TEACHER CREATED MATERIALS",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Healthy-You-Set-Grades-1-2-Spanish-Teacher-Created-Materials/9781433351273?ref=grid-view"
"786","Math Spanish Texas","","Houghton Mifflin School",NA,0,0,NA,"Paperback","https://www.bookdepository.com/es/Math-Spanish-Texas/9780547058399?ref=grid-view"
"787","Dijiste Sexo?","Laura Magni","Panamericana Editorial",NA,3.5,2,78,"Hardback","https://www.bookdepository.com/es/Dijiste-Sexo-Laura-Magni/9789583039355?ref=grid-view"
"788","Un rostro en el tiempo / A Face in the time","Manuel Alfonseca","Luis Vives Editorial",NA,4.4,10,139,"Paperback","https://www.bookdepository.com/es/Un-rostro-en-el-tiempo-Face-time-Manuel-Alfonseca/9788426386151?ref=grid-view"
"789","El año de la venganza / The year of revenge","Antonia Merono","Luis Vives Editorial",NA,0,0,204,"Paperback","https://www.bookdepository.com/es/El-año-de-la-venganza-year-revenge-Antonia-Merono/9788426385871?ref=grid-view"
"790","Rebel Doll","Juana Ines Dehesa","Ediciones B",NA,3.18,65,424,"Paperback","https://www.bookdepository.com/es/Rebel-Doll-Juana-Ines-Dehesa/9786074803495?ref=grid-view"
"791","Un Chico de Lo Mas Normal","Gordon Korman","B DE BLOCK",NA,4.04,18801,259,"Paperback","https://www.bookdepository.com/es/Un-Chico-de-Lo-Mas-Normal-Gordon-Korman/9788415579175?ref=grid-view"
"792","Justin Bieber Desatado / Justin Bieber Unleashed","Syrmma","Amer West Books",NA,0,0,61,"Paperback","https://www.bookdepository.com/es/Justin-Bieber-Desatado-Justin-Bieber-Unleashed-Syrmma/9786074152944?ref=grid-view"
"793","El viejo y el mar / The Old Man and the Sea","Ernest Hemingway","Amer West Books",NA,3.78,844492,124,"Paperback","https://www.bookdepository.com/es/El-viejo-y-el-mar-Old-Man-Sea-Ernest-Hemingway/9786079568344?ref=grid-view"
"794","La odisea / The Odyssey","Homer","Amer West Books",NA,3.77,870370,125,"Paperback","https://www.bookdepository.com/es/La-odisea-Odyssey-Homer/9786079573546?ref=grid-view"
"795","Sofy Toma Grandes Decisiones / Sofy Takes Big Decisions","Louise LeBlanc","Amer West Books",NA,0,0,63,"Paperback","https://www.bookdepository.com/es/Sofy-Toma-Grandes-Decisiones-Sofy-Takes-Big-Decisions-Louise-LeBlanc/9789707753792?ref=grid-view"
"796","Sofy se va de Viaje / Sofy goes on a trip","Louise LeBlanc","Amer West Books",NA,0,0,63,"Paperback","https://www.bookdepository.com/es/Sofy-se-va-de-Viaje-Sofy-goes-on-trip-Louise-LeBlanc/9789707753778?ref=grid-view"
"797","El Personaje Mas Importante de Marilu Polar / The most important character of Marilu Polar","Raymond Plante","Amer West Books",NA,0,0,61,"Paperback","https://www.bookdepository.com/es/El-Personaje-Mas-Importante-de-Marilu-Polar-most-important-character-Marilu-Polar-Raymond-Plante/9789707753754?ref=grid-view"
"798","El Principito / The Little Prince","Antonie De Saint-Exupery","Amer West Books",NA,4.31,1396114,126,"Paperback","https://www.bookdepository.com/es/El-Principito-Little-Prince-Antonie-De-Saint-Exupery/9786079568351?ref=grid-view"
"799","Sabias Que? / Did You Know?","Luigi Freda Eslava","Amer West Books",NA,0,0,157,"Paperback","https://www.bookdepository.com/es/Sabias-Que-Did-You-Know-Luigi-Freda-Eslava/9789707753556?ref=grid-view"
"800","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,96,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582474?ref=grid-view"
"801","Student Edition Grade K 2012","Hmh Hmh","HOUGHTON MIFFLIN",NA,0,0,56,"Paperback","https://www.bookdepository.com/es/Student-Edition-Grade-K-2012-Hmh-Hmh/9780547582375?ref=grid-view"
"802","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,280,"Hardback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582412?ref=grid-view"
"803","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,64,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582481?ref=grid-view"
"804","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,320,"Hardback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547583006?ref=grid-view"
"805","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,208,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582634?ref=grid-view"
"806","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,160,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582641?ref=grid-view"
"807","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,192,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582627?ref=grid-view"
"808","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,152,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582580?ref=grid-view"
"809","Hmh Math in Focus, Spanish","Houghton Mifflin Harcourt","HOUGHTON MIFFLIN",NA,0,0,184,"Paperback","https://www.bookdepository.com/es/Hmh-Math-Focus-Spanish-Houghton-Mifflin-Harcourt/9780547582559?ref=grid-view"
"810","Fsst! Friccion y Resistencia (Drag! Friction and Resistance)","Stephanie Paris","Teacher Created Materials, Inc",NA,0,0,64,"Paperback","https://www.bookdepository.com/es/Fsst-Friccion-y-Resistencia-Drag-Friction-Resistance-Stephanie-Paris/9781433371738?ref=grid-view"
"811","Desastres Naturales Que Marcaron La Historia (Unforgettable Natural Disasters)","Tamara Hollingsworth","Teacher Created Materials, Inc",NA,5,1,64,"Paperback","https://www.bookdepository.com/es/Desastres-Naturales-Que-Marcaron-La-Historia-Unforgettable-Natural-Disasters-Tamara-Hollingsworth/9781433371776?ref=grid-view"
"812","Aladdin / Aladino","Susaeta Ediciones S a","Susaeta Ediciones, S.A.",NA,3.28,18,32,"Hardback","https://www.bookdepository.com/es/Aladdin-Aladino-Susaeta-Ediciones-S/9788467718690?ref=grid-view"
"813","Sleeping Beauty / La Bella Durmiente","Susaeta Ediciones S a","Susaeta Ediciones, S.A.",NA,5,1,32,"Hardback","https://www.bookdepository.com/es/Sleeping-Beauty-La-Bella-Durmiente-Susaeta-Ediciones-S/9788467718706?ref=grid-view"
"814","Falsos recuerdos / False memory","Dan Krokos","Grupo Anaya Comercial",NA,3.74,6121,359,"Paperback","https://www.bookdepository.com/es/Falsos-recuerdos-False-memory-Dan-Krokos/9788467829402?ref=grid-view"
"815","Descolgando la Luna","Gregory Hughes","Montena",NA,3.94,1221,325,"Paperback","https://www.bookdepository.com/es/Descolgando-la-Luna-Gregory-Hughes/9786073108331?ref=grid-view"
"816","Como Comprender La Fotosintesis Con Max Axiom, Supercientifico","Liam O'Donnell","Capstone Press",NA,4.08,26,32,"Paperback","https://www.bookdepository.com/es/Como-Comprender-La-Fotosintesis-Con-Max-Axiom-Supercientifico-Liam-ODonnell/9781620659854?ref=grid-view"
"817","Ciencia Grafica","","Graphic Library",NA,0,0,32,"Paperback","https://www.bookdepository.com/es/Ciencia-Grafica/9781620659878?ref=grid-view"
"818","Houghton Mifflin Reading Leveled Readers Spanish California","Houghton Mifflin Company","HOUGHTON MIFFLIN",NA,0,0,NA,"Hardback","https://www.bookdepository.com/es/Houghton-Mifflin-Reading-Leveled-Readers-Spanish-California-Houghton-Mifflin-Company/9780547179193?ref=grid-view"
"819","Saxon Math Intermediate 4 Texas","Saxon Publishers","Saxon Publishers",NA,0,0,NA,"Hardback","https://www.bookdepository.com/es/Saxon-Math-Intermediate-4-Texas-Saxon-Publishers/9781600324260?ref=grid-view"
"820","Saxon Math Intermediate 4 California","Saxon Publishers","Saxon Publishers",NA,0,0,NA,"Hardback","https://www.bookdepository.com/es/Saxon-Math-Intermediate-4-California-Saxon-Publishers/9781600324307?ref=grid-view"
"821","Great Source Summer Success Math","Great Source","Great Source Education Group",NA,0,0,NA,"Hardback","https://www.bookdepository.com/es/Great-Source-Summer-Success-Math-Great-Source/9780669549553?ref=grid-view"
